00101001000011011	[201 + 2, 203 + 2, 17]
01010010000110111	[201 + 3, 203 + 3, 17]
10100100001101110	[201 + 4, 203 + 4, 17]
01001000011011100	[201 + 5, 203 + 5, 17]
10010000110111001	[201 + 6, 203 + 6, 17]
00100001101110010	[201 + 7, 203 + 7, 17]
01000011011100101	[201 + 8, 203 + 8, 17]
10000110111001011	[202 + 1, 204 + 1, 17]
00001101110010111	[202 + 2, 204 + 2, 17]
00011011100101110	[202 + 3, 204 + 3, 17]
00110111001011101	[202 + 4, 204 + 4, 17]
01101110010111011	[202 + 5, 204 + 5, 17]
11011100101110110	[202 + 6, 204 + 6, 17]
10111001011101100	[202 + 7, 204 + 7, 17]
01110010111011000	[202 + 8, 204 + 8, 17]
11100101110110001	[203 + 1, 205 + 1, 17]
11001011101100010	[203 + 2, 205 + 2, 17]
10010111011000100	[203 + 3, 205 + 3, 17]
00101110110001000	[203 + 4, 205 + 4, 17]
01011101100010001	[203 + 5, 205 + 5, 17]
10111011000100011	[203 + 6, 205 + 6, 17]
01110110001000111	[203 + 7, 205 + 7, 17]
11101100010001110	[203 + 8, 205 + 8, 17]
11011000100011101	[204 + 1, 206 + 1, 17]
10110001000111011	[204 + 2, 206 + 2, 17]
01100010001110111	[204 + 3, 206 + 3, 17]
11000100011101110	[204 + 4, 206 + 4, 17]
10001000111011100	[204 + 5, 206 + 5, 17]
00010001110111000	[204 + 6, 206 + 6, 17]
00100011101110001	[204 + 7, 206 + 7, 17]
01000111011100010	[204 + 8, 206 + 8, 17]
10001110111000101	[205 + 1, 207 + 1, 17]
00011101110001011	[205 + 2, 207 + 2, 17]
00111011100010110	[205 + 3, 207 + 3, 17]
01110111000101101	[205 + 4, 207 + 4, 17]
11101110001011011	[205 + 5, 207 + 5, 17]
11011100010110111	[205 + 6, 207 + 6, 17]
10111000101101110	[205 + 7, 207 + 7, 17]
01110001011011100	[205 + 8, 207 + 8, 17]
11100010110111000	[206 + 1, 208 + 1, 17]
11000101101110001	[206 + 2, 208 + 2, 17]
10001011011100011	[206 + 3, 208 + 3, 17]
00010110111000110	[206 + 4, 208 + 4, 17]
00101101110001100	[206 + 5, 208 + 5, 17]
01011011100011000	[206 + 6, 208 + 6, 17]
10110111000110001	[206 + 7, 208 + 7, 17]
01101110001100011	[206 + 8, 208 + 8, 17]
11011100011000110	[207 + 1, 209 + 1, 17]
10111000110001100	[207 + 2, 209 + 2, 17]
01110001100011001	[207 + 3, 209 + 3, 17]
11100011000110011	[207 + 4, 209 + 4, 17]
11000110001100111	[207 + 5, 209 + 5, 17]
10001100011001110	[207 + 6, 209 + 6, 17]
00011000110011101	[207 + 7, 209 + 7, 17]	[1303 + 5, 1305 + 5, 17]
00110001100111011	[207 + 8, 209 + 8, 17]
01100011001110110	[208 + 1, 210 + 1, 17]
11000110011101101	[208 + 2, 210 + 2, 17]
10001100111011010	[208 + 3, 210 + 3, 17]
00011001110110100	[208 + 4, 210 + 4, 17]
00110011101101001	[208 + 5, 210 + 5, 17]
01100111011010011	[208 + 6, 210 + 6, 17]
11001110110100111	[208 + 7, 210 + 7, 17]
10011101101001110	[208 + 8, 210 + 8, 17]	[852 + 8, 854 + 8, 17]
00111011010011101	[209 + 1, 211 + 1, 17]
01110110100111011	[209 + 2, 211 + 2, 17]
11101101001110111	[209 + 3, 211 + 3, 17]
11011010011101110	[209 + 4, 211 + 4, 17]	[1588 + 4, 1590 + 4, 17]
10110100111011101	[209 + 5, 211 + 5, 17]
01101001110111011	[209 + 6, 211 + 6, 17]
11010011101110110	[209 + 7, 211 + 7, 17]
10100111011101100	[209 + 8, 211 + 8, 17]
01001110111011001	[210 + 1, 212 + 1, 17]
10011101110110011	[210 + 2, 212 + 2, 17]
00111011101100110	[210 + 3, 212 + 3, 17]
01110111011001100	[210 + 4, 212 + 4, 17]
11101110110011000	[210 + 5, 212 + 5, 17]
11011101100110001	[210 + 6, 212 + 6, 17]
10111011001100010	[210 + 7, 212 + 7, 17]
01110110011000100	[210 + 8, 212 + 8, 17]
11101100110001001	[211 + 1, 213 + 1, 17]
11011001100010010	[211 + 2, 213 + 2, 17]
10110011000100101	[211 + 3, 213 + 3, 17]
01100110001001011	[211 + 4, 213 + 4, 17]
11001100010010110	[211 + 5, 213 + 5, 17]
10011000100101101	[211 + 6, 213 + 6, 17]
00110001001011011	[211 + 7, 213 + 7, 17]
01100010010110111	[211 + 8, 213 + 8, 17]
11000100101101111	[212 + 1, 214 + 1, 17]
10001001011011111	[212 + 2, 214 + 2, 17]
00010010110111110	[212 + 3, 214 + 3, 17]
00100101101111100	[212 + 4, 214 + 4, 17]	[1175 + 4, 1177 + 4, 17]
01001011011111000	[212 + 5, 214 + 5, 17]
10010110111110001	[212 + 6, 214 + 6, 17]
00101101111100010	[212 + 7, 214 + 7, 17]
01011011111000100	[212 + 8, 214 + 8, 17]
10110111110001001	[213 + 1, 215 + 1, 17]
01101111100010010	[213 + 2, 215 + 2, 17]
11011111000100101	[213 + 3, 215 + 3, 17]
10111110001001011	[213 + 4, 215 + 4, 17]
01111100010010111	[213 + 5, 215 + 5, 17]
11111000100101110	[213 + 6, 215 + 6, 17]
11110001001011100	[213 + 7, 215 + 7, 17]
11100010010111001	[213 + 8, 215 + 8, 17]
11000100101110010	[214 + 1, 216 + 1, 17]
10001001011100101	[214 + 2, 216 + 2, 17]
00010010111001010	[214 + 3, 216 + 3, 17]
00100101110010101	[214 + 4, 216 + 4, 17]
01001011100101011	[214 + 5, 216 + 5, 17]
10010111001010111	[214 + 6, 216 + 6, 17]
00101110010101111	[214 + 7, 216 + 7, 17]
01011100101011111	[214 + 8, 216 + 8, 17]	[916 + 8, 918 + 8, 17]
10111001010111110	[215 + 1, 217 + 1, 17]	[917 + 1, 919 + 1, 17]
01110010101111101	[215 + 2, 217 + 2, 17]	[798 + 5, 800 + 5, 17]
11100101011111011	[215 + 3, 217 + 3, 17]
11001010111110110	[215 + 4, 217 + 4, 17]
10010101111101101	[215 + 5, 217 + 5, 17]
00101011111011011	[215 + 6, 217 + 6, 17]	[1567 + 5, 1569 + 5, 17]
01010111110110110	[215 + 7, 217 + 7, 17]
10101111101101100	[215 + 8, 217 + 8, 17]
01011111011011001	[216 + 1, 218 + 1, 17]
10111110110110011	[216 + 2, 218 + 2, 17]
01111101101100111	[216 + 3, 218 + 3, 17]
11111011011001110	[216 + 4, 218 + 4, 17]
11110110110011100	[216 + 5, 218 + 5, 17]
11101101100111001	[216 + 6, 218 + 6, 17]
11011011001110011	[216 + 7, 218 + 7, 17]
10110110011100111	[216 + 8, 218 + 8, 17]
01101100111001111	[217 + 1, 219 + 1, 17]
11011001110011111	[217 + 2, 219 + 2, 17]
10110011100111110	[217 + 3, 219 + 3, 17]
01100111001111101	[217 + 4, 219 + 4, 17]
11001110011111010	[217 + 5, 219 + 5, 17]
10011100111110100	[217 + 6, 219 + 6, 17]
00111001111101001	[217 + 7, 219 + 7, 17]
01110011111010010	[217 + 8, 219 + 8, 17]
11100111110100101	[218 + 1, 220 + 1, 17]
11001111101001011	[218 + 2, 220 + 2, 17]
10011111010010111	[218 + 3, 220 + 3, 17]
00111110100101110	[218 + 4, 220 + 4, 17]
01111101001011101	[218 + 5, 220 + 5, 17]
11111010010111011	[218 + 6, 220 + 6, 17]
11110100101110111	[218 + 7, 220 + 7, 17]
11101001011101110	[218 + 8, 220 + 8, 17]
11010010111011100	[219 + 1, 221 + 1, 17]
10100101110111001	[219 + 2, 221 + 2, 17]
01001011101110010	[219 + 3, 221 + 3, 17]
10010111011100101	[219 + 4, 221 + 4, 17]
00101110111001011	[219 + 5, 221 + 5, 17]	[1258 + 1, 1260 + 1, 17]
01011101110010110	[219 + 6, 221 + 6, 17]
10111011100101101	[219 + 7, 221 + 7, 17]
01110111001011010	[219 + 8, 221 + 8, 17]
11101110010110101	[220 + 1, 222 + 1, 17]
11011100101101011	[220 + 2, 222 + 2, 17]
10111001011010110	[220 + 3, 222 + 3, 17]
01110010110101100	[220 + 4, 222 + 4, 17]
11100101101011001	[220 + 5, 222 + 5, 17]
11001011010110010	[220 + 6, 222 + 6, 17]
10010110101100100	[220 + 7, 222 + 7, 17]
00101101011001000	[220 + 8, 222 + 8, 17]
01011010110010001	[221 + 1, 223 + 1, 17]
10110101100100010	[221 + 2, 223 + 2, 17]
01101011001000101	[221 + 3, 223 + 3, 17]
11010110010001011	[221 + 4, 223 + 4, 17]
10101100100010110	[221 + 5, 223 + 5, 17]
01011001000101100	[221 + 6, 223 + 6, 17]
10110010001011001	[221 + 7, 223 + 7, 17]	[1231 + 6, 1233 + 6, 17]
01100100010110010	[221 + 8, 223 + 8, 17]	[1231 + 7, 1233 + 7, 17]
11001000101100100	[222 + 1, 224 + 1, 17]
10010001011001000	[222 + 2, 224 + 2, 17]
00100010110010000	[222 + 3, 224 + 3, 17]
01000101100100001	[222 + 4, 224 + 4, 17]
10001011001000010	[222 + 5, 224 + 5, 17]
00010110010000101	[222 + 6, 224 + 6, 17]
00101100100001010	[222 + 7, 224 + 7, 17]
01011001000010101	[222 + 8, 224 + 8, 17]
10110010000101011	[223 + 1, 225 + 1, 17]
01100100001010110	[223 + 2, 225 + 2, 17]
11001000010101101	[223 + 3, 225 + 3, 17]
10010000101011010	[223 + 4, 225 + 4, 17]
00100001010110101	[223 + 5, 225 + 5, 17]	[1277 + 6, 1279 + 6, 17]
01000010101101010	[223 + 6, 225 + 6, 17]	[1277 + 7, 1279 + 7, 17]
10000101011010101	[223 + 7, 225 + 7, 17]	[1097 + 1, 1099 + 1, 17]	[1277 + 8, 1279 + 8, 17]
00001010110101011	[223 + 8, 225 + 8, 17]	[1097 + 2, 1099 + 2, 17]
00010101101010111	[224 + 1, 226 + 1, 17]
00101011010101110	[224 + 2, 226 + 2, 17]
01010110101011101	[224 + 3, 226 + 3, 17]
10101101010111011	[224 + 4, 226 + 4, 17]
01011010101110110	[224 + 5, 226 + 5, 17]
10110101011101100	[224 + 6, 226 + 6, 17]
01101010111011000	[224 + 7, 226 + 7, 17]
11010101110110001	[224 + 8, 226 + 8, 17]
10101011101100010	[225 + 1, 227 + 1, 17]
01010111011000100	[225 + 2, 227 + 2, 17]
10101110110001001	[225 + 3, 227 + 3, 17]
01011101100010010	[225 + 4, 227 + 4, 17]
10111011000100101	[225 + 5, 227 + 5, 17]
01110110001001011	[225 + 6, 227 + 6, 17]
11101100010010111	[225 + 7, 227 + 7, 17]
11011000100101110	[225 + 8, 227 + 8, 17]
10110001001011101	[226 + 1, 228 + 1, 17]
01100010010111010	[226 + 2, 228 + 2, 17]
11000100101110100	[226 + 3, 228 + 3, 17]
10001001011101001	[226 + 4, 228 + 4, 17]	[911 + 6, 913 + 6, 17]
00010010111010010	[226 + 5, 228 + 5, 17]
00100101110100100	[226 + 6, 228 + 6, 17]
01001011101001000	[226 + 7, 228 + 7, 17]
10010111010010001	[226 + 8, 228 + 8, 17]
00101110100100010	[227 + 1, 229 + 1, 17]
01011101001000100	[227 + 2, 229 + 2, 17]
10111010010001001	[227 + 3, 229 + 3, 17]
01110100100010010	[227 + 4, 229 + 4, 17]
11101001000100100	[227 + 5, 229 + 5, 17]
11010010001001001	[227 + 6, 229 + 6, 17]
10100100010010011	[227 + 7, 229 + 7, 17]
01001000100100110	[227 + 8, 229 + 8, 17]
10010001001001100	[228 + 1, 230 + 1, 17]
00100010010011001	[228 + 2, 230 + 2, 17]
01000100100110011	[228 + 3, 230 + 3, 17]
10001001001100111	[228 + 4, 230 + 4, 17]
00010010011001110	[228 + 5, 230 + 5, 17]
00100100110011100	[228 + 6, 230 + 6, 17]
01001001100111001	[228 + 7, 230 + 7, 17]
10010011001110010	[228 + 8, 230 + 8, 17]	[848 + 4, 850 + 4, 17]
00100110011100100	[229 + 1, 231 + 1, 17]	[848 + 5, 850 + 5, 17]
01001100111001001	[229 + 2, 231 + 2, 17]
10011001110010010	[229 + 3, 231 + 3, 17]
00110011100100101	[229 + 4, 231 + 4, 17]
01100111001001010	[229 + 5, 231 + 5, 17]
11001110010010100	[229 + 6, 231 + 6, 17]
10011100100101000	[229 + 7, 231 + 7, 17]
00111001001010000	[229 + 8, 231 + 8, 17]
01110010010100000	[230 + 1, 232 + 1, 17]
11100100101000000	[230 + 2, 232 + 2, 17]
11001001010000000	[230 + 3, 232 + 3, 17]
10010010100000001	[230 + 4, 232 + 4, 17]
00100101000000010	[230 + 5, 232 + 5, 17]
01001010000000101	[230 + 6, 232 + 6, 17]
10010100000001010	[230 + 7, 232 + 7, 17]
00101000000010100	[230 + 8, 232 + 8, 17]
01010000000101000	[231 + 1, 233 + 1, 17]
10100000001010000	[231 + 2, 233 + 2, 17]
01000000010100001	[231 + 3, 233 + 3, 17]
10000000101000010	[231 + 4, 233 + 4, 17]
00000001010000101	[231 + 5, 233 + 5, 17]
00000010100001010	[231 + 6, 233 + 6, 17]
00000101000010100	[231 + 7, 233 + 7, 17]
00001010000101000	[231 + 8, 233 + 8, 17]
00010100001010001	[232 + 1, 234 + 1, 17]	[239 + 4, 241 + 4, 17]
00101000010100011	[232 + 2, 234 + 2, 17]	[239 + 5, 241 + 5, 17]
01010000101000111	[232 + 3, 234 + 3, 17]
10100001010001110	[232 + 4, 234 + 4, 17]
01000010100011101	[232 + 5, 234 + 5, 17]
10000101000111010	[232 + 6, 234 + 6, 17]
00001010001110100	[232 + 7, 234 + 7, 17]
00010100011101000	[232 + 8, 234 + 8, 17]
00101000111010000	[233 + 1, 235 + 1, 17]
01010001110100000	[233 + 2, 235 + 2, 17]
10100011101000000	[233 + 3, 235 + 3, 17]
01000111010000001	[233 + 4, 235 + 4, 17]
10001110100000011	[233 + 5, 235 + 5, 17]
00011101000000110	[233 + 6, 235 + 6, 17]
00111010000001100	[233 + 7, 235 + 7, 17]
01110100000011001	[233 + 8, 235 + 8, 17]
11101000000110010	[234 + 1, 236 + 1, 17]
11010000001100101	[234 + 2, 236 + 2, 17]
10100000011001010	[234 + 3, 236 + 3, 17]
01000000110010100	[234 + 4, 236 + 4, 17]
10000001100101001	[234 + 5, 236 + 5, 17]
00000011001010010	[234 + 6, 236 + 6, 17]
00000110010100101	[234 + 7, 236 + 7, 17]
00001100101001010	[234 + 8, 236 + 8, 17]
00011001010010100	[235 + 1, 237 + 1, 17]
00110010100101000	[235 + 2, 237 + 2, 17]
01100101001010001	[235 + 3, 237 + 3, 17]
11001010010100010	[235 + 4, 237 + 4, 17]
10010100101000100	[235 + 5, 237 + 5, 17]
00101001010001001	[235 + 6, 237 + 6, 17]
01010010100010011	[235 + 7, 237 + 7, 17]	[766 + 4, 768 + 4, 17]
10100101000100110	[235 + 8, 237 + 8, 17]
01001010001001100	[236 + 1, 238 + 1, 17]
10010100010011000	[236 + 2, 238 + 2, 17]
00101000100110001	[236 + 3, 238 + 3, 17]
01010001001100011	[236 + 4, 238 + 4, 17]
10100010011000111	[236 + 5, 238 + 5, 17]
01000100110001111	[236 + 6, 238 + 6, 17]
10001001100011110	[236 + 7, 238 + 7, 17]
00010011000111100	[236 + 8, 238 + 8, 17]
00100110001111000	[237 + 1, 239 + 1, 17]
01001100011110000	[237 + 2, 239 + 2, 17]
10011000111100001	[237 + 3, 239 + 3, 17]
00110001111000010	[237 + 4, 239 + 4, 17]
01100011110000100	[237 + 5, 239 + 5, 17]
11000111100001000	[237 + 6, 239 + 6, 17]
10001111000010001	[237 + 7, 239 + 7, 17]
00011110000100010	[237 + 8, 239 + 8, 17]
00111100001000101	[238 + 1, 240 + 1, 17]
01111000010001010	[238 + 2, 240 + 2, 17]
11110000100010100	[238 + 3, 240 + 3, 17]
11100001000101000	[238 + 4, 240 + 4, 17]
11000010001010000	[238 + 5, 240 + 5, 17]
10000100010100001	[238 + 6, 240 + 6, 17]
00001000101000010	[238 + 7, 240 + 7, 17]
00010001010000101	[238 + 8, 240 + 8, 17]
00100010100001010	[239 + 1, 241 + 1, 17]
01000101000010100	[239 + 2, 241 + 2, 17]	[263 + 7, 265 + 7, 17]
10001010000101000	[239 + 3, 241 + 3, 17]	[263 + 8, 265 + 8, 17]
01010000101000110	[239 + 6, 241 + 6, 17]
10100001010001100	[239 + 7, 241 + 7, 17]
01000010100011001	[239 + 8, 241 + 8, 17]
10000101000110011	[240 + 1, 242 + 1, 17]	[1248 + 3, 1250 + 3, 17]
00001010001100110	[240 + 2, 242 + 2, 17]	[1248 + 4, 1250 + 4, 17]
00010100011001100	[240 + 3, 242 + 3, 17]	[1248 + 5, 1250 + 5, 17]
00101000110011000	[240 + 4, 242 + 4, 17]	[1248 + 6, 1250 + 6, 17]
01010001100110001	[240 + 5, 242 + 5, 17]
10100011001100011	[240 + 6, 242 + 6, 17]
01000110011000111	[240 + 7, 242 + 7, 17]
10001100110001110	[240 + 8, 242 + 8, 17]
00011001100011100	[241 + 1, 243 + 1, 17]
00110011000111000	[241 + 2, 243 + 2, 17]
01100110001110000	[241 + 3, 243 + 3, 17]
11001100011100001	[241 + 4, 243 + 4, 17]	[611 + 1, 613 + 1, 17]
10011000111000010	[241 + 5, 243 + 5, 17]
00110001110000101	[241 + 6, 243 + 6, 17]
01100011100001010	[241 + 7, 243 + 7, 17]
11000111000010101	[241 + 8, 243 + 8, 17]
10001110000101011	[242 + 1, 244 + 1, 17]
00011100001010111	[242 + 2, 244 + 2, 17]
00111000010101111	[242 + 3, 244 + 3, 17]
01110000101011110	[242 + 4, 244 + 4, 17]
11100001010111101	[242 + 5, 244 + 5, 17]
11000010101111011	[242 + 6, 244 + 6, 17]
10000101011110111	[242 + 7, 244 + 7, 17]
00001010111101111	[242 + 8, 244 + 8, 17]
00010101111011111	[243 + 1, 245 + 1, 17]
00101011110111111	[243 + 2, 245 + 2, 17]
01010111101111111	[243 + 3, 245 + 3, 17]
10101111011111111	[243 + 4, 245 + 4, 17]
01011110111111111	[243 + 5, 245 + 5, 17]	[276 + 5, 278 + 5, 17]
10111101111111110	[243 + 6, 245 + 6, 17]
01111011111111101	[243 + 7, 245 + 7, 17]
11110111111111010	[243 + 8, 245 + 8, 17]
11101111111110100	[244 + 1, 246 + 1, 17]
11011111111101000	[244 + 2, 246 + 2, 17]
10111111111010000	[244 + 3, 246 + 3, 17]
01111111110100000	[244 + 4, 246 + 4, 17]
11111111101000000	[244 + 5, 246 + 5, 17]
11111111010000001	[244 + 6, 246 + 6, 17]
11111110100000011	[244 + 7, 246 + 7, 17]
11111101000000110	[244 + 8, 246 + 8, 17]
11111010000001101	[245 + 1, 247 + 1, 17]
11110100000011011	[245 + 2, 247 + 2, 17]
11101000000110110	[245 + 3, 247 + 3, 17]
11010000001101101	[245 + 4, 247 + 4, 17]
10100000011011011	[245 + 5, 247 + 5, 17]
01000000110110111	[245 + 6, 247 + 6, 17]
10000001101101110	[245 + 7, 247 + 7, 17]
00000011011011101	[245 + 8, 247 + 8, 17]
00000110110111010	[246 + 1, 248 + 1, 17]
00001101101110101	[246 + 2, 248 + 2, 17]
00011011011101011	[246 + 3, 248 + 3, 17]
00110110111010111	[246 + 4, 248 + 4, 17]	[861 + 1, 863 + 1, 17]
01101101110101110	[246 + 5, 248 + 5, 17]
11011011101011101	[246 + 6, 248 + 6, 17]
10110111010111010	[246 + 7, 248 + 7, 17]
01101110101110101	[246 + 8, 248 + 8, 17]
11011101011101011	[247 + 1, 249 + 1, 17]
10111010111010111	[247 + 2, 249 + 2, 17]	[255 + 3, 257 + 3, 17]
01110101110101110	[247 + 3, 249 + 3, 17]	[255 + 4, 257 + 4, 17]
11101011101011101	[247 + 4, 249 + 4, 17]	[255 + 5, 257 + 5, 17]
11010111010111011	[247 + 5, 249 + 5, 17]	[255 + 6, 257 + 6, 17]
10101110101110111	[247 + 6, 249 + 6, 17]
01011101011101111	[247 + 7, 249 + 7, 17]
10111010111011111	[247 + 8, 249 + 8, 17]
01110101110111110	[248 + 1, 250 + 1, 17]
11101011101111101	[248 + 2, 250 + 2, 17]
11010111011111010	[248 + 3, 250 + 3, 17]
10101110111110100	[248 + 4, 250 + 4, 17]
01011101111101000	[248 + 5, 250 + 5, 17]
10111011111010001	[248 + 6, 250 + 6, 17]
01110111110100010	[248 + 7, 250 + 7, 17]
11101111101000101	[248 + 8, 250 + 8, 17]
11011111010001011	[249 + 1, 251 + 1, 17]
10111110100010110	[249 + 2, 251 + 2, 17]
01111101000101100	[249 + 3, 251 + 3, 17]
11111010001011000	[249 + 4, 251 + 4, 17]
11110100010110000	[249 + 5, 251 + 5, 17]
11101000101100000	[249 + 6, 251 + 6, 17]
11010001011000000	[249 + 7, 251 + 7, 17]
10100010110000001	[249 + 8, 251 + 8, 17]
01000101100000010	[250 + 1, 252 + 1, 17]
10001011000000100	[250 + 2, 252 + 2, 17]
00010110000001000	[250 + 3, 252 + 3, 17]
00101100000010000	[250 + 4, 252 + 4, 17]
01011000000100000	[250 + 5, 252 + 5, 17]
10110000001000000	[250 + 6, 252 + 6, 17]
01100000010000001	[250 + 7, 252 + 7, 17]
11000000100000010	[250 + 8, 252 + 8, 17]
10000001000000100	[251 + 1, 253 + 1, 17]
00000010000001001	[251 + 2, 253 + 2, 17]
00000100000010011	[251 + 3, 253 + 3, 17]
00001000000100111	[251 + 4, 253 + 4, 17]
00010000001001111	[251 + 5, 253 + 5, 17]
00100000010011111	[251 + 6, 253 + 6, 17]
01000000100111110	[251 + 7, 253 + 7, 17]
10000001001111101	[251 + 8, 253 + 8, 17]	[401 + 8, 403 + 8, 17]
00000010011111011	[252 + 1, 254 + 1, 17]
00000100111110110	[252 + 2, 254 + 2, 17]
00001001111101100	[252 + 3, 254 + 3, 17]
00010011111011000	[252 + 4, 254 + 4, 17]
00100111110110000	[252 + 5, 254 + 5, 17]
01001111101100001	[252 + 6, 254 + 6, 17]
10011111011000010	[252 + 7, 254 + 7, 17]	[1267 + 4, 1269 + 4, 17]
00111110110000100	[252 + 8, 254 + 8, 17]	[1267 + 5, 1269 + 5, 17]
01111101100001001	[253 + 1, 255 + 1, 17]	[1267 + 6, 1269 + 6, 17]
11111011000010010	[253 + 2, 255 + 2, 17]	[1267 + 7, 1269 + 7, 17]
11110110000100101	[253 + 3, 255 + 3, 17]	[1267 + 8, 1269 + 8, 17]
11101100001001010	[253 + 4, 255 + 4, 17]
11011000010010101	[253 + 5, 255 + 5, 17]
10110000100101011	[253 + 6, 255 + 6, 17]
01100001001010111	[253 + 7, 255 + 7, 17]
11000010010101110	[253 + 8, 255 + 8, 17]
10000100101011101	[254 + 1, 256 + 1, 17]
00001001010111010	[254 + 2, 256 + 2, 17]
00010010101110101	[254 + 3, 256 + 3, 17]
00100101011101011	[254 + 4, 256 + 4, 17]
01001010111010111	[254 + 5, 256 + 5, 17]
10010101110101110	[254 + 6, 256 + 6, 17]
00101011101011101	[254 + 7, 256 + 7, 17]
01010111010111010	[254 + 8, 256 + 8, 17]
10101110101110101	[255 + 1, 257 + 1, 17]
01011101011101011	[255 + 2, 257 + 2, 17]
10101110101110110	[255 + 7, 257 + 7, 17]
01011101011101100	[255 + 8, 257 + 8, 17]
10111010111011001	[256 + 1, 258 + 1, 17]
01110101110110010	[256 + 2, 258 + 2, 17]
11101011101100101	[256 + 3, 258 + 3, 17]
11010111011001010	[256 + 4, 258 + 4, 17]
10101110110010100	[256 + 5, 258 + 5, 17]
01011101100101000	[256 + 6, 258 + 6, 17]
10111011001010001	[256 + 7, 258 + 7, 17]
01110110010100010	[256 + 8, 258 + 8, 17]
11101100101000101	[257 + 1, 259 + 1, 17]
11011001010001011	[257 + 2, 259 + 2, 17]
10110010100010110	[257 + 3, 259 + 3, 17]
01100101000101100	[257 + 4, 259 + 4, 17]
11001010001011001	[257 + 5, 259 + 5, 17]
10010100010110010	[257 + 6, 259 + 6, 17]
00101000101100101	[257 + 7, 259 + 7, 17]
01010001011001011	[257 + 8, 259 + 8, 17]
10100010110010110	[258 + 1, 260 + 1, 17]
01000101100101101	[258 + 2, 260 + 2, 17]
10001011001011011	[258 + 3, 260 + 3, 17]
00010110010110110	[258 + 4, 260 + 4, 17]
